G1X,G1Y,G1Z,A1X,A1Y,A1Z,G2X,G2Y,G2Z,A2X,A2Y,A2Z,timestamp
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
0.60272217,0.62561035,0.78582764,0.02758789,0.06225586,0.03100586,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
0.0,0.9765625,0.8544922,0.024902344,0.015380859,0.008300781,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
0.030517578,1.5182495,1.8692017,0.03100586,0.026855469,0.02758789,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
0.0,0.9765625,1.9454956,0.03100586,0.06225586,0.03100586,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
1.2283325,1.411438,1.9454956,0.03100586,0.06225586,0.03100586,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
1.4419556,0.022888184,0.64086914,0.036621094,0.014404297,0.051513672,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
1.1520386,0.4119873,0.0,0.03125,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
1.6174316,0.62561035,0.0,0.03125,0.028320312,0.041015625,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
1.3504028,0.289917,0.0,0.03125,0.032470703,0.014404297,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
1.4801025,0.038146973,0.0,0.03125,0.059326172,0.045410156,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
1.2359619,1.8844604,1.739502,0.02709961,0.053222656,0.010009766,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
0.90789795,0.08392334,1.9454956,0.03100586,0.061767578,0.0014648438,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
1.7776489,1.7929077,1.9454956,0.03100586,0.05419922,0.010986328,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
1.4190674,1.663208,1.9454956,0.03100586,0.060791016,0.0063476562,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
0.34332275,1.9378662,1.9454956,0.03100586,0.0073242188,0.008300781,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
0.6790161,1.8081665,0.45776367,0.053222656,0.017089844,0.0036621094,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
1.159668,1.7242432,0.0,0.03125,0.061767578,0.04296875,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
1.0147095,0.4196167,1.8310547,0.032226562,0.029052734,0.04345703,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
0.8468628,0.61035156,0.8163452,0.031982422,0.005126953,0.00048828125,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
1.1520386,0.46539307,1.5335083,0.040527344,0.00048828125,0.008300781,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
0.06866455,1.4953613,1.083374,0.0068359375,0.03857422,0.05810547,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
0.9689331,1.8157959,1.9454956,0.03100586,0.04736328,0.0031738281,0.0,0.0,0.0,0.0,0.0,0.0,1636128800000.0
1.083374,1.7318726,1.9454956,0.03100586,0.038330078,0.0053710938,1.6708374,1.6784668,1.3198853,0.041259766,0.025878906,0.04638672,1636128800000.0
1.4266968,1.739502,1.9454956,0.03100586,0.032470703,0.0034179688,0.030517578,0.541687,0.32806396,0.0048828125,0.0546875,0.055419922,1636128800000.0
0.9994507,0.11444092,1.9454956,0.03100586,0.04663086,0.0063476562,1.2817383,0.10681152,0.1373291,0.009277344,0.009765625,0.0,1636128800000.0
0.8621216,0.31280518,1.2207031,0.050048828,0.048583984,0.0026855469,1.6326904,0.6790161,1.6174316,0.009765625,0.03540039,0.014892578,1636128800000.0
0.64849854,0.015258789,1.2283325,0.037109375,0.021972656,0.059326172,0.89263916,1.663208,0.5874634,0.059570312,0.012939453,0.05493164,1636128800000.0
0.35858154,1.8463135,0.0,0.03125,0.056152344,0.051513672,1.8157959,1.2741089,0.0,0.03125,0.011230469,0.05053711,1636128800000.0
1.045227,0.08392334,0.0,0.03125,0.03564453,0.05029297,1.8920898,1.4572144,1.3656616,0.052734375,0.029785156,0.061035156,1636128800000.0
1.2283325,0.24414062,0.8621216,0.032226562,0.0073242188,0.057861328,1.1367798,0.19073486,0.74768066,0.001953125,0.02368164,0.008056641,1636128800000.0
0.25177002,0.09918213,1.2130737,0.06225586,0.03857422,0.059814453,0.22888184,1.6937256,0.5874634,0.010498047,0.05810547,0.0031738281,1636128800000.0
0.061035156,0.24414062,1.9454956,0.03100586,0.05102539,0.0056152344,0.44250488,0.022888184,0.9613037,0.0068359375,0.048828125,0.05908203,1636128800000.0
0.091552734,1.6860962,1.9454956,0.03100586,0.057128906,0.06201172,0.16784668,0.045776367,1.5106201,0.049316406,0.040771484,0.00048828125,1636128800000.0
1.4877319,0.2975464,1.9454956,0.03100586,0.055908203,0.0056152344,1.5716553,0.33569336,1.8692017,0.059814453,0.038085938,0.06201172,1636128800000.0
1.4419556,1.914978,1.9454956,0.03100586,0.012207031,0.0007324219,0.77819824,0.2746582,0.05340576,0.005126953,0.060058594,0.055664062,1636128800000.0
1.5869141,1.7089844,0.5493164,0.060058594,0.03930664,0.0075683594,1.9454956,0.9689331,1.5792847,0.022460938,0.04711914,0.0126953125,1636128800000.0
1.8920898,1.5716553,1.1901855,0.037597656,0.013183594,0.055419922,0.8621216,0.1373291,0.23651123,0.0031738281,0.03857422,0.0009765625,1636128800000.0
0.8392334,1.8615723,0.0,0.03125,0.0087890625,0.056396484,1.701355,1.9378662,1.5487671,0.044921875,0.05859375,0.007080078,1636128800000.0
0.50354004,0.38909912,0.0,0.03125,0.05419922,0.05517578,1.701355,1.9378662,1.5487671,0.044921875,0.05859375,0.007080078,1636128800000.0
0.6637573,0.289917,0.869751,0.03173828,0.043945312,0.06201172,1.663208,1.6860962,1.0375977,0.061767578,0.016601562,0.0075683594,1636128800000.0
0.4272461,0.16021729,0.5569458,0.04663086,0.049560547,0.059570312,1.8692017,1.7623901,0.46539307,0.015380859,0.032226562,0.01171875,1636128800000.0
1.7089844,0.20599365,1.9454956,0.03100586,0.055664062,0.06201172,0.8773804,0.37384033,1.7929077,0.004638672,0.03930664,0.06225586,1636128800000.0
0.6713867,1.7166138,1.9454956,0.03100586,0.015136719,0.05834961,1.6174316,0.32806396,0.62561035,0.048339844,0.049804688,0.057861328,1636128800000.0
0.9536743,0.061035156,1.9454956,0.03100586,0.061279297,0.0007324219,0.90789795,1.9226074,0.6561279,0.060302734,0.056396484,0.05029297,1636128800000.0
1.8234253,0.05340576,1.9454956,0.03100586,0.0026855469,0.061523438,1.8539429,0.0,1.7776489,0.010009766,0.021484375,0.060546875,1636128800000.0
0.46539307,1.7471313,1.4801025,0.025634766,0.04711914,0.05493164,0.541687,0.5722046,1.7471313,0.017333984,0.0078125,0.025146484,1636128800000.0
1.3809204,1.5182495,0.06866455,0.044677734,0.029541016,0.061523438,0.2975464,1.3198853,0.869751,0.005859375,0.04296875,0.055664062,1636128800000.0
1.4953613,1.739502,0.0,0.03125,0.021484375,0.060546875,0.08392334,0.11444092,1.5411377,0.05053711,0.022949219,0.0,1636128800000.0
0.8239746,0.06866455,0.0,0.03125,0.0063476562,0.05444336,1.2207031,1.8081665,1.4877319,0.041748047,0.006591797,0.0043945312,1636128800000.0
0.5874634,0.51116943,0.7095337,0.03149414,0.04663086,0.056396484,1.8234253,1.3961792,0.9994507,0.0546875,0.037353516,0.001953125,1636128800000.0
0.2593994,0.11444092,0.64849854,0.03491211,0.055908203,0.060791016,1.6098022,0.030517578,1.8081665,0.0073242188,0.041503906,0.015136719,1636128800000.0
0.93078613,1.7242432,0.6866455,0.01928711,0.055664062,0.059570312,0.46539307,0.06866455,0.60272217,0.014892578,0.033691406,0.0078125,1636128800000.0
0.5493164,1.7852783,1.9454956,0.03100586,0.059326172,0.056884766,1.7089844,1.8615723,0.36621094,0.052734375,0.019042969,0.061523438,1636128800000.0
0.23651123,0.015258789,1.9454956,0.03100586,0.059570312,0.0073242188,0.7324219,1.8081665,1.7242432,0.047607422,0.036132812,0.045166016,1636128800000.0
0.64086914,1.739502,1.9454956,0.03100586,0.017578125,0.061035156,0.5645752,0.33569336,0.8087158,0.009765625,0.052734375,0.057617188,1636128800000.0
1.5640259,1.6098022,0.09918213,0.02319336,0.030517578,0.0007324219,1.8157959,0.5187988,0.9384155,0.010986328,0.026123047,0.008544922,1636128800000.0
0.10681152,1.6403198,0.8468628,0.04272461,0.0034179688,0.059814453,1.6708374,1.914978,1.373291,0.020507812,0.053466797,0.0075683594,1636128800000.0
1.0299683,1.8463135,0.45013428,0.033935547,0.032226562,0.056640625,0.76293945,1.7623901,0.9918213,0.05883789,0.05102539,0.053710938,1636128800000.0
0.7324219,0.038146973,0.0,0.03125,0.061767578,0.055664062,1.6326904,1.1749268,1.9073486,0.03930664,0.03149414,0.045166016,1636128800000.0
0.11444092,0.34332275,0.0,0.03125,0.011962891,0.052734375,1.2741089,1.4953613,0.31280518,0.052001953,0.05883789,0.061767578,1636128800000.0
1.1901855,0.15258789,0.0,0.03125,0.018066406,0.061523438,0.51116943,1.8539429,0.4272461,0.001953125,0.057617188,0.0053710938,1636128800000.0
1.8615723,1.8234253,0.7019043,0.005859375,0.009521484,0.057617188,1.4190674,0.19073486,1.625061,0.016357422,0.0048828125,0.0024414062,1636128800000.0
1.701355,1.9073486,1.9454956,0.03100586,0.015625,0.001953125,1.7318726,1.8844604,1.8081665,0.057128906,0.056152344,0.00048828125,1636128800000.0
1.6403198,0.12207031,1.9454956,0.03100586,0.008056641,0.00024414062,1.1138916,1.7852783,0.091552734,0.042236328,0.05810547,0.05102539,1636128800000.0
1.8463135,1.5029907,1.9454956,0.03100586,0.0031738281,0.060058594,0.10681152,0.4119873,1.4877319,0.004638672,0.020019531,0.050048828,1636128800000.0
1.6860962,1.7700195,0.045776367,0.029052734,0.038085938,0.060058594,0.49591064,1.9454956,1.8081665,0.006591797,0.036865234,0.055419922,1636128800000.0
1.2741089,1.8615723,1.5716553,0.05029297,0.0026855469,0.0014648438,0.5722046,0.8468628,0.20599365,0.010986328,0.0036621094,0.008056641,1636128800000.0
