0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.635935456135000000e+12
2.110000000000000000e+02,1.640000000000000000e+02,2.300000000000000000e+01,1.750000000000000000e+02,2.550000000000000000e+02,1.270000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.635935456240000000e+12
2.320000000000000000e+02,2.370000000000000000e+02,2.070000000000000000e+02,2.360000000000000000e+02,5.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.635935456330000000e+12
2.150000000000000000e+02,2.120000000000000000e+02,6.900000000000000000e+01,6.000000000000000000e+00,2.330000000000000000e+02,2.230000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.635935456435000000e+12
8.000000000000000000e+00,2.250000000000000000e+02,1.660000000000000000e+02,4.100000000000000000e+01,2.420000000000000000e+02,1.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.635935456540000000e+12
1.900000000000000000e+02,0.000000000000000000e+00,9.500000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.635935456629000000e+12
2.420000000000000000e+02,1.200000000000000000e+01,2.000000000000000000e+02,9.400000000000000000e+01,1.170000000000000000e+02,1.890000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.635935456735000000e+12
3.900000000000000000e+01,2.450000000000000000e+02,8.400000000000000000e+01,2.300000000000000000e+01,2.550000000000000000e+02,1.270000000000000000e+02,2.170000000000000000e+02,4.000000000000000000e+00,1.310000000000000000e+02,8.500000000000000000e+01,2.520000000000000000e+02,5.300000000000000000e+01,1.635935456840000000e+12
9.200000000000000000e+01,1.330000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,2.550000000000000000e+02,1.270000000000000000e+02,1.170000000000000000e+02,1.540000000000000000e+02,4.200000000000000000e+01,5.000000000000000000e+01,1.480000000000000000e+02,2.510000000000000000e+02,1.635935456929000000e+12
2.500000000000000000e+02,2.440000000000000000e+02,2.800000000000000000e+01,1.820000000000000000e+02,1.550000000000000000e+02,5.500000000000000000e+01,2.170000000000000000e+02,6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,1.340000000000000000e+02,1.840000000000000000e+02,1.635935457035000000e+12
8.900000000000000000e+01,1.000000000000000000e+00,6.900000000000000000e+01,2.190000000000000000e+02,9.800000000000000000e+01,2.440000000000000000e+02,1.840000000000000000e+02,2.400000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.190000000000000000e+02,1.490000000000000000e+02,1.635935457140000000e+12
2.430000000000000000e+02,2.300000000000000000e+02,5.800000000000000000e+01,3.000000000000000000e+01,2.230000000000000000e+02,1.730000000000000000e+02,1.000000000000000000e+00,2.500000000000000000e+01,2.360000000000000000e+02,2.600000000000000000e+01,1.590000000000000000e+02,2.520000000000000000e+02,1.635935457230000000e+12
4.000000000000000000e+01,2.100000000000000000e+02,2.350000000000000000e+02,1.020000000000000000e+02,1.300000000000000000e+02,1.740000000000000000e+02,2.040000000000000000e+02,2.550000000000000000e+02,1.650000000000000000e+02,1.260000000000000000e+02,2.030000000000000000e+02,4.700000000000000000e+01,1.635935457335000000e+12
3.500000000000000000e+01,5.800000000000000000e+01,2.550000000000000000e+02,1.270000000000000000e+02,9.000000000000000000e+00,1.750000000000000000e+02,2.320000000000000000e+02,1.900000000000000000e+02,2.900000000000000000e+01,2.540000000000000000e+02,1.050000000000000000e+02,1.500000000000000000e+01,1.635935457440000000e+12
5.000000000000000000e+01,2.410000000000000000e+02,1.500000000000000000e+01,1.500000000000000000e+01,1.200000000000000000e+02,2.000000000000000000e+00,7.600000000000000000e+01,0.000000000000000000e+00,1.500000000000000000e+02,9.000000000000000000e+01,1.770000000000000000e+02,4.600000000000000000e+01,1.635935457530000000e+12
2.300000000000000000e+02,1.940000000000000000e+02,1.430000000000000000e+02,1.810000000000000000e+02,1.460000000000000000e+02,8.300000000000000000e+01,1.740000000000000000e+02,1.510000000000000000e+02,2.490000000000000000e+02,5.700000000000000000e+01,2.180000000000000000e+02,2.400000000000000000e+01,1.635935457650000000e+12
1.710000000000000000e+02,3.000000000000000000e+01,4.700000000000000000e+01,2.410000000000000000e+02,1.830000000000000000e+02,6.000000000000000000e+00,1.030000000000000000e+02,1.120000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.320000000000000000e+02,2.390000000000000000e+02,1.635935457755000000e+12
1.900000000000000000e+02,2.300000000000000000e+01,8.000000000000000000e+00,2.240000000000000000e+02,2.490000000000000000e+02,2.210000000000000000e+02,1.000000000000000000e+01,2.460000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,2.390000000000000000e+02,1.910000000000000000e+02,1.635935457830000000e+12
1.170000000000000000e+02,5.300000000000000000e+01,1.130000000000000000e+02,1.800000000000000000e+01,1.620000000000000000e+02,1.470000000000000000e+02,1.800000000000000000e+01,1.150000000000000000e+02,7.700000000000000000e+01,1.930000000000000000e+02,2.000000000000000000e+01,2.090000000000000000e+02,1.635935457935000000e+12
1.770000000000000000e+02,2.900000000000000000e+01,1.270000000000000000e+02,3.000000000000000000e+00,2.230000000000000000e+02,1.960000000000000000e+02,2.080000000000000000e+02,4.200000000000000000e+01,2.320000000000000000e+02,9.700000000000000000e+01,3.300000000000000000e+01,6.700000000000000000e+01,1.635935458040000000e+12
1.400000000000000000e+01,8.100000000000000000e+01,6.600000000000000000e+01,3.100000000000000000e+01,1.530000000000000000e+02,1.790000000000000000e+02,1.110000000000000000e+02,2.600000000000000000e+01,1.800000000000000000e+02,2.540000000000000000e+02,1.900000000000000000e+02,2.000000000000000000e+01,1.635935458129000000e+12
1.290000000000000000e+02,1.030000000000000000e+02,1.940000000000000000e+02,4.500000000000000000e+01,2.050000000000000000e+02,1.870000000000000000e+02,2.550000000000000000e+02,1.270000000000000000e+02,5.000000000000000000e+00,2.540000000000000000e+02,1.640000000000000000e+02,6.500000000000000000e+01,1.635935458235000000e+12
