G1X,G1Y,G1Z,A1X,A1Y,A1Z,G2X,G2Y,G2Z,A2X,A2Y,A2Z,timestamp
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1636123800000.0
1.5640259,1.1825562,0.34332275,0.06201172,0.0017089844,0.023925781,1.8539429,1.3961792,0.9613037,0.053222656,0.043945312,0.05493164,1636123800000.0
0.39672852,0.030517578,0.90789795,0.00048828125,0.0007324219,0.005126953,0.90789795,1.3580322,1.4190674,0.018554688,0.046875,0.011230469,1636123800000.0
1.7776489,1.9226074,0.32806396,0.059570312,0.032958984,0.056640625,1.0375977,1.8615723,0.92315674,0.01171875,0.036376953,0.014404297,1636123800000.0
1.6021729,0.1449585,1.2359619,0.053710938,0.020751953,0.045898438,1.1901855,0.076293945,1.7700195,0.053466797,0.025878906,0.048583984,1636123800000.0
0.541687,0.34332275,1.1672974,0.059326172,0.03930664,0.041992188,0.16784668,1.9302368,0.8468628,0.045898438,0.012939453,0.046875,1636123800000.0
0.74005127,0.25177002,0.62561035,0.00048828125,0.045654297,0.043701172,0.17547607,1.4801025,0.091552734,0.019042969,0.028320312,0.012207031,1636123800000.0
0.8239746,1.5792847,0.31280518,0.0009765625,0.04711914,0.0068359375,0.63323975,0.289917,0.9536743,0.0056152344,0.044189453,0.004638672,1636123800000.0
1.0604858,1.5640259,0.18310547,0.009033203,0.06225586,0.03100586,1.1672974,0.076293945,1.0070801,0.05419922,0.05444336,0.0014648438,1636123800000.0
1.121521,1.5792847,0.5264282,0.007080078,0.048339844,0.020996094,0.44250488,1.4419556,1.8997192,0.0012207031,0.05883789,0.00390625,1636123800000.0
1.1367798,0.091552734,1.5487671,0.0043945312,0.028076172,0.0012207031,0.39672852,1.5869141,0.5950928,0.023925781,0.0024414062,0.021728516,1636123800000.0
0.8239746,0.1296997,1.6708374,0.053222656,0.046142578,0.052246094,0.39672852,0.2822876,0.90026855,0.010253906,0.03540039,0.0126953125,1636123800000.0
0.8773804,0.16784668,1.5487671,0.053222656,0.03881836,0.04272461,0.62561035,0.10681152,0.35095215,0.041259766,0.013427734,0.04296875,1636123800000.0
0.045776367,0.015258789,1.6937256,0.060791016,0.015625,0.033203125,1.8539429,0.08392334,0.9765625,0.04736328,0.03466797,0.049316406,1636123800000.0
0.39672852,0.23651123,0.79345703,0.061279297,0.029541016,0.046875,1.6708374,0.17547607,1.1291504,0.0034179688,0.061035156,0.0068359375,1636123800000.0
0.831604,1.2130737,1.4419556,0.060546875,0.0126953125,0.02758789,1.6098022,1.8081665,0.8239746,0.06201172,0.032958984,0.060058594,1636123800000.0
1.625061,1.1138916,0.7019043,0.008300781,0.02319336,0.029785156,1.8463135,1.7089844,1.2435913,0.05029297,0.025146484,0.059326172,1636123800000.0
0.20599365,0.4196167,1.6784668,0.0009765625,0.016601562,0.0126953125,0.35095215,1.159668,1.121521,0.021484375,0.015136719,0.011474609,1636123800000.0
0.061035156,1.2817383,0.61035156,0.055419922,0.0043945312,0.0087890625,1.083374,0.1296997,1.8920898,0.014404297,0.0075683594,0.020263672,1636123800000.0
1.876831,0.20599365,0.77056885,0.057617188,0.0036621094,0.042236328,0.77819824,0.2746582,1.3809204,0.044433594,0.03564453,0.048828125,1636123800000.0
0.2593994,0.2975464,0.5264282,0.061523438,0.017089844,0.032226562,1.3504028,0.061035156,1.3504028,0.04248047,0.04272461,0.044677734,1636123800000.0
1.373291,0.36621094,1.121521,0.061767578,0.009033203,0.036376953,0.35095215,1.6708374,1.7166138,0.053710938,0.045654297,0.057617188,1636123800000.0
1.9378662,1.9226074,1.2817383,0.0,0.01928711,0.015136719,0.79345703,1.876831,1.2435913,0.008544922,0.03173828,0.061523438,1636123800000.0
1.2283325,1.5792847,1.0681152,0.012451172,0.06225586,0.03100586,0.0076293945,0.091552734,0.74005127,0.051757812,0.010009766,0.0012207031,1636123800000.0
1.1825562,1.5335083,1.2283325,0.005859375,0.009033203,0.018066406,1.7776489,1.6098022,0.0076293945,0.008544922,0.026367188,0.006591797,1636123800000.0
